id,program_id,program_type,program_duration,test_id,test_type,difficulty_level,trainee_id,gender,education,city_tier,age,total_programs_enrolled,is_handicapped,trainee_engagement_rating,is_pass
2733_30,T_3,T,134,30,online,easy,2733,F,Matriculation,1,,3,N,1.0,1
7039_59,U_1,U,134,59,offline,intermediate,7039,F,Bachelors,1,29.0,2,N,3.0,1
1552_68,V_4,V,122,68,offline,intermediate,1552,F,High School Diploma,3,,2,N,1.0,0
11062_60,U_1,U,134,60,offline,intermediate,11062,M,Bachelors,1,48.0,1,N,4.0,1
6740_59,U_1,U,134,59,offline,intermediate,6740,M,Matriculation,1,28.0,2,Y,4.0,0
1389_122,Y_4,Y,121,122,online,easy,1389,M,High School Diploma,3,26.0,2,N,4.0,1
9113_169,Z_3,Z,130,169,online,easy,9113,M,High School Diploma,1,28.0,1,N,1.0,1
11686_127,Y_3,Y,135,127,offline,hard,11686,M,Matriculation,1,28.0,4,N,4.0,1
14287_87,V_2,V,121,87,offline,easy,14287,F,Matriculation,3,37.0,4,N,1.0,0
915_138,Y_2,Y,120,138,offline,intermediate,915,M,Matriculation,3,48.0,2,N,4.0,0
1325_66,V_4,V,122,66,offline,easy,1325,M,High School Diploma,1,,3,N,1.0,1
12646_175,Z_2,Z,120,175,online,easy,12646,F,Matriculation,2,,1,N,4.0,1
786_123,Y_4,Y,121,123,online,easy,786,M,Matriculation,3,,2,N,4.0,1
11526_52,U_2,U,122,52,online,easy,11526,M,Bachelors,2,29.0,2,N,2.0,1
14789_180,Z_1,Z,136,180,offline,easy,14789,F,Matriculation,4,29.0,1,N,1.0,1
19300_32,T_2,T,117,32,offline,easy,19300,F,High School Diploma,1,,4,Y,1.0,1
15397_151,Y_1,Y,136,151,offline,hard,15397,M,Matriculation,1,42.0,2,N,5.0,0
9097_22,T_3,T,134,22,offline,intermediate,9097,F,High School Diploma,4,,5,N,1.0,1
5012_71,V_4,V,122,71,offline,intermediate,5012,M,High School Diploma,2,29.0,2,N,3.0,0
11204_22,T_3,T,134,22,offline,intermediate,11204,F,High School Diploma,3,,2,Y,2.0,1
8829_127,Y_3,Y,135,127,offline,hard,8829,F,Matriculation,1,28.0,2,N,4.0,1
9448_52,U_2,U,122,52,online,easy,9448,M,Bachelors,3,,3,N,2.0,0
18371_22,T_3,T,134,22,offline,intermediate,18371,F,High School Diploma,1,48.0,2,N,2.0,1
19898_69,V_4,V,122,69,offline,intermediate,19898,F,High School Diploma,2,27.0,4,N,1.0,0
11911_84,V_3,V,131,84,offline,intermediate,11911,M,High School Diploma,3,29.0,2,N,1.0,0
12632_47,T_1,T,131,47,offline,hard,12632,F,Bachelors,2,42.0,2,N,3.0,0
12681_52,U_2,U,122,52,online,easy,12681,M,High School Diploma,4,17.0,2,N,1.0,0
18754_57,U_1,U,134,57,offline,easy,18754,F,High School Diploma,1,47.0,2,N,3.0,1
10884_36,T_2,T,117,36,offline,intermediate,10884,F,High School Diploma,3,45.0,5,N,3.0,1
4678_27,T_3,T,134,27,online,easy,4678,F,High School Diploma,3,,4,N,1.0,1
6271_87,V_2,V,121,87,offline,easy,6271,F,High School Diploma,1,31.0,2,N,3.0,1
1547_81,V_3,V,131,81,offline,intermediate,1547,M,High School Diploma,3,,3,Y,1.0,0
11942_50,U_2,U,122,50,offline,intermediate,11942,F,Matriculation,3,33.0,5,N,1.0,0
9462_22,T_3,T,134,22,offline,intermediate,9462,F,Matriculation,3,50.0,2,N,1.0,0
152_132,Y_3,Y,135,132,online,easy,152,F,Matriculation,3,,2,N,4.0,1
13894_178,Z_2,Z,120,178,online,easy,13894,M,Matriculation,4,44.0,1,N,1.0,1
2991_12,T_4,T,120,12,offline,intermediate,2991,F,Matriculation,2,,4,N,1.0,0
6070_23,T_3,T,134,23,offline,intermediate,6070,F,Matriculation,2,26.0,2,N,1.0,1
11676_170,Z_2,Z,120,170,offline,easy,11676,F,Matriculation,3,31.0,2,N,1.0,0
3312_86,V_3,V,131,86,offline,vary hard,3312,F,High School Diploma,3,30.0,3,N,3.0,0
14040_35,T_2,T,117,35,offline,intermediate,14040,F,Matriculation,1,44.0,2,N,2.0,1
10246_130,Y_3,Y,135,130,online,easy,10246,M,Matriculation,1,28.0,2,N,2.0,1
10941_168,Z_3,Z,130,168,online,easy,10941,M,Matriculation,1,28.0,1,N,1.0,1
4046_156,Y_1,Y,136,156,online,easy,4046,M,High School Diploma,3,,2,N,3.0,0
8502_168,Z_3,Z,130,168,online,easy,8502,M,Matriculation,2,44.0,2,N,2.0,1
12601_52,U_2,U,122,52,online,easy,12601,F,Bachelors,2,50.0,2,N,1.0,0
14997_151,Y_1,Y,136,151,offline,hard,14997,M,Matriculation,1,,5,N,2.0,0
14319_141,Y_2,Y,120,141,offline,hard,14319,M,Matriculation,3,,2,Y,5.0,1
17742_149,Y_1,Y,136,149,offline,intermediate,17742,M,High School Diploma,1,31.0,4,N,1.0,1
11380_96,V_1,V,133,96,offline,easy,11380,M,Bachelors,1,44.0,2,N,2.0,1
8234_25,T_3,T,134,25,offline,intermediate,8234,F,High School Diploma,1,29.0,4,N,1.0,0
18297_159,Y_1,Y,136,159,online,easy,18297,M,Masters,1,44.0,3,N,4.0,1
7330_126,Y_3,Y,135,126,offline,intermediate,7330,M,High School Diploma,4,,2,N,3.0,1
8253_87,V_2,V,121,87,offline,easy,8253,M,High School Diploma,2,,8,N,1.0,1
6188_18,T_4,T,120,18,online,easy,6188,F,Matriculation,1,42.0,2,N,1.0,1
9693_82,V_3,V,131,82,offline,intermediate,9693,F,Matriculation,3,28.0,2,N,2.0,1
823_11,T_4,T,120,11,offline,intermediate,823,F,High School Diploma,2,31.0,2,N,1.0,1
2535_71,V_4,V,122,71,offline,intermediate,2535,F,High School Diploma,1,,3,N,2.0,0
12791_107,X_2,X,121,107,offline,hard,12791,F,Matriculation,4,,2,N,3.0,1
13931_36,T_2,T,117,36,offline,intermediate,13931,M,Bachelors,3,29.0,4,N,1.0,0
15640_94,V_1,V,133,94,offline,easy,15640,F,High School Diploma,2,,4,N,1.0,0
17567_95,V_1,V,133,95,offline,easy,17567,M,High School Diploma,3,32.0,4,N,1.0,1
5_57,U_1,U,134,57,offline,easy,5,F,High School Diploma,2,,4,N,2.0,1
18761_47,T_1,T,131,47,offline,hard,18761,F,Matriculation,1,49.0,4,N,1.0,1
9611_166,Z_3,Z,130,166,online,easy,9611,F,High School Diploma,2,41.0,1,N,1.0,1
19968_1,S_2,S,134,1,offline,intermediate,19968,M,Bachelors,1,48.0,2,N,2.0,0
6639_48,U_2,U,122,48,offline,easy,6639,M,High School Diploma,3,,4,N,2.0,1
5398_57,U_1,U,134,57,offline,easy,5398,F,High School Diploma,3,,3,N,1.0,1
18497_61,U_1,U,134,61,online,easy,18497,M,High School Diploma,3,46.0,2,N,1.0,1
6701_12,T_4,T,120,12,offline,intermediate,6701,F,High School Diploma,3,42.0,2,N,1.0,0
3383_77,V_4,V,122,77,online,easy,3383,F,High School Diploma,1,46.0,3,N,3.0,1
2917_98,V_1,V,133,98,offline,hard,2917,F,Bachelors,3,,2,N,2.0,0
12780_137,Y_2,Y,120,137,offline,intermediate,12780,M,Matriculation,3,,2,N,2.0,1
18971_15,T_4,T,120,15,offline,intermediate,18971,F,Matriculation,2,48.0,4,N,2.0,1
11070_83,V_3,V,131,83,offline,intermediate,11070,M,Bachelors,3,40.0,2,N,2.0,0
12956_174,Z_2,Z,120,174,online,easy,12956,F,Matriculation,3,25.0,1,N,1.0,1
12928_106,X_2,X,121,106,offline,hard,12928,M,Matriculation,2,27.0,2,Y,4.0,1
14066_108,X_2,X,121,108,offline,hard,14066,M,Bachelors,3,26.0,2,N,2.0,1
11175_125,Y_3,Y,135,125,offline,intermediate,11175,M,Matriculation,4,,3,N,1.0,0
12411_160,Y_1,Y,136,160,online,easy,12411,F,High School Diploma,3,28.0,4,N,5.0,1
14430_172,Z_2,Z,120,172,offline,easy,14430,F,Matriculation,2,29.0,1,N,1.0,1
5671_68,V_4,V,122,68,offline,intermediate,5671,M,Matriculation,2,46.0,4,N,2.0,0
19729_9,S_1,S,135,9,offline,hard,19729,F,Matriculation,2,44.0,2,N,2.0,0
13040_106,X_2,X,121,106,offline,hard,13040,M,High School Diploma,3,31.0,2,N,2.0,1
3483_69,V_4,V,122,69,offline,intermediate,3483,F,Matriculation,2,43.0,2,Y,2.0,0
16664_61,U_1,U,134,61,online,easy,16664,M,High School Diploma,3,45.0,4,N,2.0,1
15221_156,Y_1,Y,136,156,online,easy,15221,F,High School Diploma,2,,4,Y,5.0,1
7405_11,T_4,T,120,11,offline,intermediate,7405,F,Matriculation,1,,4,N,2.0,1
7382_74,V_4,V,122,74,online,easy,7382,M,High School Diploma,2,32.0,4,N,3.0,1
6206_158,Y_1,Y,136,158,online,easy,6206,F,Bachelors,2,,2,N,3.0,1
2240_136,Y_3,Y,135,136,online,easy,2240,M,High School Diploma,3,,3,N,4.0,0
5247_80,V_3,V,131,80,offline,easy,5247,M,High School Diploma,2,31.0,2,N,1.0,1
16779_110,X_1,X,134,110,offline,hard,16779,M,High School Diploma,1,29.0,2,N,2.0,1
11329_168,Z_3,Z,130,168,online,easy,11329,F,High School Diploma,1,46.0,2,N,2.0,1
10601_133,Y_3,Y,135,133,online,easy,10601,M,High School Diploma,1,,4,Y,2.0,1
5004_129,Y_3,Y,135,129,offline,hard,5004,M,High School Diploma,1,,4,N,4.0,1
4163_74,V_4,V,122,74,online,easy,4163,M,Matriculation,2,,6,N,2.0,0
1669_150,Y_1,Y,136,150,offline,intermediate,1669,F,Bachelors,1,40.0,4,N,4.0,1
9385_169,Z_3,Z,130,169,online,easy,9385,F,High School Diploma,2,,1,N,2.0,1
10218_162,Z_3,Z,130,162,offline,easy,10218,M,Matriculation,3,47.0,1,N,1.0,0
5354_48,U_2,U,122,48,offline,easy,5354,M,Matriculation,1,,2,N,1.0,1
10410_137,Y_2,Y,120,137,offline,intermediate,10410,M,Matriculation,2,30.0,4,N,1.0,1
4337_113,Y_4,Y,121,113,offline,intermediate,4337,M,Bachelors,1,45.0,5,N,2.0,1
12242_80,V_3,V,131,80,offline,easy,12242,M,High School Diploma,3,,2,N,1.0,1
15648_111,X_1,X,134,111,offline,hard,15648,M,High School Diploma,3,31.0,4,N,4.0,1
1332_0,S_2,S,134,0,offline,easy,1332,M,Bachelors,1,39.0,2,N,3.0,1
8030_129,Y_3,Y,135,129,offline,hard,8030,F,High School Diploma,3,49.0,2,N,5.0,1
10601_52,U_2,U,122,52,online,easy,10601,M,High School Diploma,1,,4,Y,1.0,0
7417_11,T_4,T,120,11,offline,intermediate,7417,M,Matriculation,2,47.0,2,N,1.0,0
18678_29,T_3,T,134,29,online,easy,18678,M,Matriculation,3,44.0,4,N,2.0,1
7593_33,T_2,T,117,33,offline,intermediate,7593,F,High School Diploma,2,,2,N,1.0,0
16068_154,Y_1,Y,136,154,online,easy,16068,M,Matriculation,3,43.0,2,N,5.0,1
17423_47,T_1,T,131,47,offline,hard,17423,M,High School Diploma,1,,2,N,1.0,0
8598_166,Z_3,Z,130,166,online,easy,8598,F,Matriculation,1,45.0,1,N,2.0,1
13476_58,U_1,U,134,58,offline,intermediate,13476,M,High School Diploma,1,,4,Y,1.0,0
877_178,Z_2,Z,120,178,online,easy,877,F,Bachelors,3,26.0,1,N,1.0,1
19699_21,T_3,T,134,21,offline,easy,19699,F,High School Diploma,4,25.0,6,Y,1.0,0
7498_129,Y_3,Y,135,129,offline,hard,7498,M,High School Diploma,1,,3,N,1.0,0
3532_62,U_1,U,134,62,online,easy,3532,M,Matriculation,2,44.0,1,N,3.0,1
6815_84,V_3,V,131,84,offline,intermediate,6815,F,High School Diploma,3,25.0,2,N,3.0,1
18246_119,Y_4,Y,121,119,online,easy,18246,M,High School Diploma,2,44.0,2,N,3.0,1
1027_65,U_1,U,134,65,offline,vary hard,1027,M,High School Diploma,3,27.0,2,N,1.0,0
16959_184,Z_1,Z,136,184,online,easy,16959,F,Matriculation,4,45.0,1,Y,1.0,0
2757_76,V_4,V,122,76,online,easy,2757,F,Bachelors,4,29.0,2,N,1.0,1
1336_76,V_4,V,122,76,online,easy,1336,F,Bachelors,3,29.0,2,N,2.0,0
155_70,V_4,V,122,70,offline,intermediate,155,F,Bachelors,1,,2,N,2.0,0
12187_21,T_3,T,134,21,offline,easy,12187,F,Matriculation,1,46.0,2,N,1.0,0
3770_150,Y_1,Y,136,150,offline,intermediate,3770,M,High School Diploma,2,,4,Y,3.0,1
16959_183,Z_1,Z,136,183,online,easy,16959,F,Matriculation,4,45.0,1,Y,1.0,1
5711_120,Y_4,Y,121,120,online,easy,5711,M,Matriculation,1,44.0,4,N,5.0,1
2337_44,T_1,T,131,44,offline,easy,2337,F,Matriculation,4,34.0,4,N,1.0,0
1349_64,U_1,U,134,64,online,easy,1349,F,High School Diploma,3,,3,N,1.0,0
8991_46,T_1,T,131,46,offline,hard,8991,F,High School Diploma,2,47.0,2,N,2.0,1
12716_148,Y_2,Y,120,148,online,easy,12716,M,High School Diploma,4,,2,N,4.0,1
2229_66,V_4,V,122,66,offline,easy,2229,F,High School Diploma,1,45.0,2,N,3.0,1
11639_47,T_1,T,131,47,offline,hard,11639,F,High School Diploma,3,30.0,2,N,3.0,0
10215_22,T_3,T,134,22,offline,intermediate,10215,M,High School Diploma,1,44.0,2,N,1.0,0
20066_3,S_2,S,134,3,offline,intermediate,20066,M,High School Diploma,3,49.0,6,N,1.0,0
13032_38,T_2,T,117,38,online,easy,13032,F,High School Diploma,3,,2,N,5.0,1
11939_26,T_3,T,134,26,offline,intermediate,11939,F,High School Diploma,1,46.0,4,N,1.0,1
5721_45,T_1,T,131,45,offline,intermediate,5721,F,High School Diploma,3,27.0,2,N,1.0,0
12237_125,Y_3,Y,135,125,offline,intermediate,12237,M,Bachelors,1,48.0,2,N,4.0,1
10067_27,T_3,T,134,27,online,easy,10067,F,Bachelors,3,26.0,3,N,1.0,1
18709_115,Y_4,Y,121,115,offline,hard,18709,M,High School Diploma,1,41.0,3,N,4.0,1
18630_5,S_1,S,135,5,offline,easy,18630,F,Bachelors,3,39.0,2,N,5.0,1
16671_94,V_1,V,133,94,offline,easy,16671,M,Matriculation,3,27.0,2,N,2.0,1
11665_147,Y_2,Y,120,147,online,easy,11665,M,High School Diploma,1,42.0,2,N,5.0,1
12612_35,T_2,T,117,35,offline,intermediate,12612,F,High School Diploma,3,,2,N,1.0,1
7523_66,V_4,V,122,66,offline,easy,7523,F,High School Diploma,2,26.0,2,N,1.0,1
7734_127,Y_3,Y,135,127,offline,hard,7734,M,High School Diploma,1,,2,N,5.0,1
7546_68,V_4,V,122,68,offline,intermediate,7546,M,Matriculation,3,29.0,2,N,2.0,0
2171_64,U_1,U,134,64,online,easy,2171,M,Matriculation,3,46.0,2,N,1.0,1
6363_89,V_2,V,121,89,offline,intermediate,6363,F,High School Diploma,3,,4,N,1.0,0
7921_69,V_4,V,122,69,offline,intermediate,7921,M,Bachelors,3,47.0,3,N,3.0,0
15635_183,Z_1,Z,136,183,online,easy,15635,F,High School Diploma,1,27.0,1,Y,2.0,1
12113_148,Y_2,Y,120,148,online,easy,12113,M,High School Diploma,2,,2,N,4.0,1
19200_79,V_4,V,122,79,online,easy,19200,M,Bachelors,3,28.0,2,N,4.0,1
19631_29,T_3,T,134,29,online,easy,19631,F,Matriculation,2,46.0,2,N,1.0,1
8543_30,T_3,T,134,30,online,easy,8543,F,High School Diploma,4,,2,N,1.0,1
13948_151,Y_1,Y,136,151,offline,hard,13948,M,Matriculation,3,,2,N,5.0,0
1388_42,T_2,T,117,42,online,easy,1388,F,Bachelors,3,44.0,2,N,1.0,1
13777_147,Y_2,Y,120,147,online,easy,13777,M,High School Diploma,3,43.0,3,N,3.0,0
13254_52,U_2,U,122,52,online,easy,13254,M,Bachelors,3,,4,N,1.0,0
1683_72,V_4,V,122,72,offline,vary hard,1683,F,Matriculation,1,27.0,2,N,1.0,0
2171_60,U_1,U,134,60,offline,intermediate,2171,M,Matriculation,3,46.0,2,N,1.0,1
11851_40,T_2,T,117,40,online,easy,11851,F,High School Diploma,3,45.0,4,N,1.0,1
10223_108,X_2,X,121,108,offline,hard,10223,M,High School Diploma,1,44.0,2,N,3.0,1
11454_163,Z_3,Z,130,163,offline,easy,11454,F,High School Diploma,2,50.0,1,N,2.0,0
11745_136,Y_3,Y,135,136,online,easy,11745,M,High School Diploma,3,43.0,2,N,4.0,1
5467_13,T_4,T,120,13,offline,intermediate,5467,F,High School Diploma,2,30.0,2,Y,1.0,1
7979_15,T_4,T,120,15,offline,intermediate,7979,F,Bachelors,2,,4,N,2.0,1
18856_45,T_1,T,131,45,offline,intermediate,18856,F,High School Diploma,3,32.0,2,Y,1.0,0
19555_34,T_2,T,117,34,offline,intermediate,19555,F,Matriculation,2,,2,N,2.0,1
6692_19,T_4,T,120,19,online,easy,6692,F,High School Diploma,1,,4,N,2.0,0
11270_108,X_2,X,121,108,offline,hard,11270,M,High School Diploma,3,,1,N,3.0,1
16261_152,Y_1,Y,136,152,offline,hard,16261,F,High School Diploma,3,,2,N,4.0,1
17212_47,T_1,T,131,47,offline,hard,17212,F,High School Diploma,2,,2,Y,1.0,0
5467_14,T_4,T,120,14,offline,intermediate,5467,F,High School Diploma,2,30.0,2,Y,1.0,1
6686_74,V_4,V,122,74,online,easy,6686,M,High School Diploma,3,46.0,2,N,5.0,1
1195_87,V_2,V,121,87,offline,easy,1195,F,High School Diploma,2,23.0,2,N,1.0,1
693_129,Y_3,Y,135,129,offline,hard,693,M,High School Diploma,3,26.0,3,Y,4.0,0
7145_12,T_4,T,120,12,offline,intermediate,7145,F,Matriculation,3,30.0,4,N,1.0,1
3316_82,V_3,V,131,82,offline,intermediate,3316,M,High School Diploma,3,45.0,2,N,2.0,1
18816_5,S_1,S,135,5,offline,easy,18816,F,Matriculation,2,26.0,4,N,1.0,0
11975_176,Z_2,Z,120,176,online,easy,11975,F,Matriculation,2,28.0,1,N,2.0,1
16067_45,T_1,T,131,45,offline,intermediate,16067,F,High School Diploma,3,,2,N,3.0,0
5956_18,T_4,T,120,18,online,easy,5956,F,High School Diploma,4,,4,Y,1.0,1
765_69,V_4,V,122,69,offline,intermediate,765,M,High School Diploma,3,,2,N,1.0,1
14579_53,U_2,U,122,53,online,easy,14579,M,Bachelors,4,,4,N,2.0,1
14436_145,Y_2,Y,120,145,online,easy,14436,F,High School Diploma,3,,2,N,4.0,0
19843_111,X_1,X,134,111,offline,hard,19843,M,High School Diploma,2,47.0,2,N,5.0,1
4011_97,V_1,V,133,97,offline,hard,4011,F,High School Diploma,4,,2,N,2.0,1
17317_158,Y_1,Y,136,158,online,easy,17317,F,Matriculation,3,,3,N,5.0,0
3654_131,Y_3,Y,135,131,online,easy,3654,M,High School Diploma,3,31.0,3,N,5.0,1
3954_96,V_1,V,133,96,offline,easy,3954,F,High School Diploma,1,29.0,3,Y,2.0,1
18566_121,Y_4,Y,121,121,online,easy,18566,M,Bachelors,2,45.0,5,N,4.0,0
489_67,V_4,V,122,67,offline,easy,489,M,Matriculation,3,,2,N,1.0,0
15231_43,T_1,T,131,43,offline,easy,15231,F,High School Diploma,2,,2,N,2.0,1
16505_43,T_1,T,131,43,offline,easy,16505,F,Matriculation,2,28.0,2,Y,1.0,0
9217_22,T_3,T,134,22,offline,intermediate,9217,F,Matriculation,3,24.0,3,N,4.0,0
14215_148,Y_2,Y,120,148,online,easy,14215,M,High School Diploma,2,,4,Y,2.0,1
16093_159,Y_1,Y,136,159,online,easy,16093,F,Bachelors,3,,2,N,5.0,1
10992_165,Z_3,Z,130,165,online,easy,10992,M,High School Diploma,3,48.0,1,N,3.0,1
6387_10,T_4,T,120,10,offline,easy,6387,F,High School Diploma,3,,2,N,1.0,0
8714_127,Y_3,Y,135,127,offline,hard,8714,M,High School Diploma,1,,3,N,5.0,1
9504_165,Z_3,Z,130,165,online,easy,9504,F,Matriculation,3,,1,N,1.0,1
8588_39,T_2,T,117,39,online,easy,8588,M,Bachelors,3,,6,N,1.0,1
19453_77,V_4,V,122,77,online,easy,19453,M,Bachelors,2,46.0,6,N,1.0,0
9225_34,T_2,T,117,34,offline,intermediate,9225,F,High School Diploma,4,,2,N,1.0,1
17438_157,Y_1,Y,136,157,online,easy,17438,M,High School Diploma,1,31.0,2,N,4.0,1
17297_45,T_1,T,131,45,offline,intermediate,17297,F,Matriculation,2,46.0,2,N,1.0,0
7340_115,Y_4,Y,121,115,offline,hard,7340,F,Matriculation,3,,2,N,3.0,0
19195_157,Y_1,Y,136,157,online,easy,19195,M,Bachelors,1,56.0,2,N,5.0,1
17014_154,Y_1,Y,136,154,online,easy,17014,M,High School Diploma,3,33.0,4,N,1.0,0
17526_112,X_1,X,134,112,offline,hard,17526,M,Bachelors,3,44.0,2,N,2.0,1
9663_24,T_3,T,134,24,offline,intermediate,9663,M,Matriculation,1,,2,N,1.0,0
5825_21,T_3,T,134,21,offline,easy,5825,F,Matriculation,3,,2,N,2.0,1
67_20,T_4,T,120,20,online,easy,67,F,High School Diploma,4,46.0,4,N,1.0,1
2405_130,Y_3,Y,135,130,online,easy,2405,M,Matriculation,4,,2,N,3.0,1
8439_134,Y_3,Y,135,134,online,easy,8439,M,High School Diploma,3,,4,N,4.0,1
681_102,X_3,X,136,102,offline,hard,681,M,Matriculation,1,,4,N,2.0,0
12827_155,Y_1,Y,136,155,online,easy,12827,M,Matriculation,2,,2,N,4.0,1
6326_74,V_4,V,122,74,online,easy,6326,F,Bachelors,1,,2,N,3.0,1
6509_171,Z_2,Z,120,171,offline,easy,6509,F,High School Diploma,1,44.0,1,N,1.0,1
11185_134,Y_3,Y,135,134,online,easy,11185,M,Matriculation,2,45.0,2,N,5.0,1
16236_94,V_1,V,133,94,offline,easy,16236,F,Bachelors,3,29.0,2,N,2.0,1
14439_89,V_2,V,121,89,offline,intermediate,14439,M,High School Diploma,2,47.0,2,N,2.0,1
1759_44,T_1,T,131,44,offline,easy,1759,F,High School Diploma,3,,2,N,2.0,0
1247_110,X_1,X,134,110,offline,hard,1247,M,High School Diploma,4,26.0,1,Y,3.0,1
16984_159,Y_1,Y,136,159,online,easy,16984,M,High School Diploma,2,,4,N,3.0,1
9895_110,X_1,X,134,110,offline,hard,9895,F,Matriculation,2,29.0,3,N,3.0,1
3495_21,T_3,T,134,21,offline,easy,3495,F,Bachelors,4,27.0,2,N,1.0,0
19634_49,U_2,U,122,49,offline,intermediate,19634,M,High School Diploma,1,26.0,2,N,2.0,1
1262_114,Y_4,Y,121,114,offline,intermediate,1262,M,Matriculation,1,,2,N,1.0,0
2528_119,Y_4,Y,121,119,online,easy,2528,F,High School Diploma,2,,4,N,5.0,1
2950_99,V_1,V,133,99,offline,hard,2950,M,Matriculation,2,28.0,3,N,1.0,0
16522_151,Y_1,Y,136,151,offline,hard,16522,M,High School Diploma,3,47.0,2,N,4.0,1
5333_146,Y_2,Y,120,146,online,easy,5333,M,High School Diploma,3,,3,N,4.0,1
3111_44,T_1,T,131,44,offline,easy,3111,F,High School Diploma,3,,2,Y,1.0,0
3866_130,Y_3,Y,135,130,online,easy,3866,M,High School Diploma,2,47.0,3,N,1.0,1
1217_55,U_2,U,122,55,online,easy,1217,M,High School Diploma,1,,6,N,1.0,1
1772_84,V_3,V,131,84,offline,intermediate,1772,F,Bachelors,2,22.0,3,N,2.0,1
19691_69,V_4,V,122,69,offline,intermediate,19691,M,Bachelors,3,27.0,4,N,2.0,0
7241_61,U_1,U,134,61,online,easy,7241,M,Bachelors,2,35.0,2,N,1.0,0
10823_25,T_3,T,134,25,offline,intermediate,10823,F,High School Diploma,4,,2,N,1.0,1
18241_94,V_1,V,133,94,offline,easy,18241,M,High School Diploma,3,42.0,2,N,4.0,1
2207_116,Y_4,Y,121,116,offline,hard,2207,M,Matriculation,1,48.0,5,N,4.0,1
5359_62,U_1,U,134,62,online,easy,5359,F,High School Diploma,2,28.0,2,N,3.0,1
6946_10,T_4,T,120,10,offline,easy,6946,F,High School Diploma,3,,2,N,1.0,1
8283_86,V_3,V,131,86,offline,vary hard,8283,M,Matriculation,1,,2,N,2.0,0
4136_17,T_4,T,120,17,online,easy,4136,F,Matriculation,2,48.0,2,N,1.0,1
10986_165,Z_3,Z,130,165,online,easy,10986,F,Matriculation,3,,1,Y,1.0,1
15630_97,V_1,V,133,97,offline,hard,15630,M,Matriculation,3,47.0,6,N,1.0,0
15140_64,U_1,U,134,64,online,easy,15140,M,High School Diploma,2,29.0,2,N,3.0,1
7014_113,Y_4,Y,121,113,offline,intermediate,7014,M,High School Diploma,3,,2,N,4.0,1
3475_0,S_2,S,134,0,offline,easy,3475,M,High School Diploma,3,23.0,2,Y,1.0,1
5490_139,Y_2,Y,120,139,offline,hard,5490,M,Matriculation,4,45.0,4,N,4.0,1
12608_142,Y_2,Y,120,142,online,easy,12608,M,Matriculation,2,,6,N,4.0,1
19698_142,Y_2,Y,120,142,online,easy,19698,F,Bachelors,3,44.0,2,N,4.0,1
4311_114,Y_4,Y,121,114,offline,intermediate,4311,M,High School Diploma,2,44.0,2,N,5.0,0
10361_95,V_1,V,133,95,offline,easy,10361,M,High School Diploma,3,,2,N,2.0,1
18903_59,U_1,U,134,59,offline,intermediate,18903,M,Matriculation,3,45.0,2,N,3.0,1
9992_101,X_3,X,136,101,offline,intermediate,9992,M,Bachelors,1,,3,N,3.0,1
19246_113,Y_4,Y,121,113,offline,intermediate,19246,M,Matriculation,2,33.0,2,N,4.0,0
3200_153,Y_1,Y,136,153,offline,hard,3200,M,Matriculation,3,43.0,3,N,3.0,1
17_44,T_1,T,131,44,offline,easy,17,F,Matriculation,2,47.0,2,N,3.0,0
2360_55,U_2,U,122,55,online,easy,2360,M,Matriculation,1,,2,N,1.0,0
4208_58,U_1,U,134,58,offline,intermediate,4208,M,High School Diploma,3,26.0,2,N,2.0,1
10967_131,Y_3,Y,135,131,online,easy,10967,F,Bachelors,3,,4,N,3.0,1
12798_59,U_1,U,134,59,offline,intermediate,12798,M,High School Diploma,2,,2,N,2.0,0
7188_81,V_3,V,131,81,offline,intermediate,7188,M,Matriculation,1,26.0,2,N,1.0,0
9322_164,Z_3,Z,130,164,online,easy,9322,F,Matriculation,1,,1,Y,1.0,1
18443_25,T_3,T,134,25,offline,intermediate,18443,F,Matriculation,1,41.0,2,N,2.0,1
18522_0,S_2,S,134,0,offline,easy,18522,F,High School Diploma,1,,2,Y,2.0,1
18985_158,Y_1,Y,136,158,online,easy,18985,M,Bachelors,3,34.0,2,N,4.0,1
13682_146,Y_2,Y,120,146,online,easy,13682,M,High School Diploma,1,,3,N,5.0,0
6881_12,T_4,T,120,12,offline,intermediate,6881,F,High School Diploma,1,30.0,2,N,1.0,1
7150_20,T_4,T,120,20,online,easy,7150,F,High School Diploma,3,,2,N,1.0,1
12267_106,X_2,X,121,106,offline,hard,12267,M,Matriculation,2,41.0,2,N,4.0,1
16393_63,U_1,U,134,63,online,easy,16393,M,Bachelors,3,42.0,2,N,2.0,1
14350_52,U_2,U,122,52,online,easy,14350,M,No Qualification,3,,2,N,2.0,1
1480_102,X_3,X,136,102,offline,hard,1480,M,Matriculation,1,45.0,4,N,5.0,1
3409_88,V_2,V,121,88,offline,intermediate,3409,M,Matriculation,4,,2,N,1.0,1
10616_27,T_3,T,134,27,online,easy,10616,F,High School Diploma,4,27.0,2,N,1.0,1
10322_136,Y_3,Y,135,136,online,easy,10322,M,High School Diploma,1,,5,N,3.0,0
17018_151,Y_1,Y,136,151,offline,hard,17018,M,High School Diploma,2,30.0,3,N,1.0,0
6706_119,Y_4,Y,121,119,online,easy,6706,F,High School Diploma,1,25.0,2,N,4.0,0
6059_71,V_4,V,122,71,offline,intermediate,6059,M,Bachelors,3,46.0,2,N,2.0,1
